file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom
bh1514_111.datx,C,17.1666666666667,3141,30236,0,0,6202,50
bh1514_114.datx,C,17.7205555555556,3036,30332,0,10,6102,50
bh1514_117.datx,C,18.2727777777778,2894,30466,0,0,5964,50
bh1514_120.datx,C,18.8277777777778,2759,30562,0,25,5848,50
bh1514_123.datx,C,19.43,2685,30728,0,20,5728,50
bh1514_126.datx,C,21.255,2305,31087,10,25,5359,50
bh1514_129.datx,C,21.8461111111111,2185,31189,0,0,5248,50
bh1514_132.datx,C,22.4394444444444,2063,31225,15,5,5169,50
bh1514_135.datx,C,23.0305555555556,1958,31377,0,-10,5040,50
bh1514_138.datx,C,23.6577777777778,3564,33159,0,30,4952,50
bh1514_141.datx,C,24.285,3422,33336,0,5,4793,50
bh1514_144.datx,C,24.9122222222222,3301,33551,0,0,4625,50
bh1514_147.datx,C,25.54,3193,33613,0,10,4540,50
bh1514_150.datx,C,26.1677777777778,3047,33694,0,0,4426,50
bh1514_153.datx,C,26.7938888888889,2938,33881,0,0,4278,50
bh1514_156.datx,C,27.4205555555556,2752,33909,0,0,4171,50
bh1514_159.datx,C,28.0472222222222,2691,33994,-10,5,4098,50
bh1514_162.datx,C,28.6744444444444,2565,34260,-5,-5,3902,50
bh1514_165.datx,C,29.3011111111111,2437,34282,0,20,3827,50
bh1514_168.datx,C,29.9288888888889,2313,34368,0,10,3722,50
bh1514_171.datx,C,30.5916666666667,3901,36330,-10,20,3535,50
bh1514_174.datx,C,31.2538888888889,3761,36389,0,20,3436,50
bh1514_177.datx,C,31.915,3634,36438,0,0,3348,50
bh1514_180.datx,C,32.5777777777778,3502,36617,0,0,3192,50
bh1514_183.datx,C,33.2388888888889,3394,36717,0,0,3088,50
bh1514_186.datx,C,33.9011111111111,3263,36868,0,0,2947,50
bh1514_189.datx,C,34.5627777777778,3125,37059,0,20,2783,50
bh1514_192.datx,C,35.3066666666667,4728,38851,0,0,2688,50
bh1514_195.datx,C,36.0505555555556,4582,39055,0,10,2513,50
bh1514_198.datx,C,36.7938888888889,4438,39147,0,0,2395,50
bh1514_201.datx,C,37.5372222222222,4294,39237,-10,-10,2278,50
bh1514_204.datx,C,38.2788888888889,4164,39455,0,0,2104,50
bh1514_207.datx,C,39.0216666666667,4031,39472,0,0,2029,50
bh1514_210.datx,C,39.7666666666667,3894,39746,0,0,1824,50
bh1514_213.datx,C,40.51,3757,39732,0,0,1762,50
bh1514_216.datx,C,41.2516666666667,3612,40029,0,0,1541,50
bh1514_219.datx,C,41.995,3489,40136,10,0,1426,50
bh1514_222.datx,C,42.7372222222222,3354,40166,0,0,1344,50
bh1514_225.datx,C,43.48,3225,40390,0,10,1167,50
bh1514_228.datx,C,44.2205555555556,3093,40543,0,0,1025,50
bh1514_231.datx,C,44.9638888888889,2958,40574,0,0,942,50
bh1514_234.datx,C,45.7066666666667,2835,40775,0,0,780,50
bh1514_237.datx,C,46.45,2708,40736,0,0,736,50
bh1514_240.datx,C,47.19,2577,41037,0,15,520,50
bh1514_243.datx,C,47.9305555555556,2330,40896,0,0,467,50
bh1514_246.datx,C,48.6716666666667,2350,41370,-5,-5,240,50
bh1514_249.datx,C,49.4694444444444,2284,41500,0,0,142,50
bh1514_D.datx,D,49.7994444444444,665,28997,0,0,834,50
bh1514_E.datx,E,49.9333333333333,737,26646,-20,120,2045,50
